[2026-05-13 05:27:15 : INFO] - Cache for URL: https://dysonblog.org/ has been purged, triggered by action: save_post 
[2026-05-14 06:30:44 : INFO] - Cache for author page URL: https://dysonblog.org/author/watanabe328/ associated with post_type: post and Title: "【貴重スキャルOK】次世代プロップファーム「Funded7」を徹底解説！安い・狭スプレッドで選ばれる理由【2026年最新版】" has been purged, triggered by action: save_post 
[2026-05-14 06:33:56 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2026-05-14 06:33:59 : INFO] - Cache for URL: https://dysonblog.org/funded7/ has been purged, triggered by action: save_post 
[2026-05-14 06:33:59 : INFO] - Cache for previous post (with URL: https://dysonblog.org/fintokei-mt5/) adjacent to post with id: 73753 has been purged, triggered by action: save_post 
[2026-05-14 06:33:59 : INFO] - Cache for next post (with URL: https://dysonblog.org/fx-ai-substack/) adjacent to post with id: 73753 has been purged, triggered by action: save_post 
[2026-05-14 06:33:59 : INFO] - Cache for all archives page associated with post_type: post and Title: "【2026年最新】Funded7を正直に徹底解説｜スキャルOK・ 絶対DD・25%OFF・7日出金でFintokeiと差がつく5つの理由【プロップファーム】" have been purged, triggered by action: save_post 
[2026-05-14 06:33:59 : INFO] - Cache for author page URL: https://dysonblog.org/author/watanabe328/ associated with post_type: post and Title: "【2026年最新】Funded7を正直に徹底解説｜スキャルOK・ 絶対DD・25%OFF・7日出金でFintokeiと差がつく5つの理由【プロップファーム】" has been purged, triggered by action: save_post 
[2026-05-14 06:34:11 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2026-05-14 06:34:13 : INFO] - Cache for URL: https://dysonblog.org/funded7/ has been purged, triggered by action: save_post 
[2026-05-14 06:34:13 : INFO] - Cache for previous post (with URL: https://dysonblog.org/fintokei-mt5/) adjacent to post with id: 73753 has been purged, triggered by action: save_post 
[2026-05-14 06:34:13 : INFO] - Cache for next post (with URL: https://dysonblog.org/fx-ai-substack/) adjacent to post with id: 73753 has been purged, triggered by action: save_post 
[2026-05-14 06:34:13 : INFO] - Cache for all archives page associated with post_type: post and Title: "【2026年最新】Funded7を正直に徹底解説｜スキャルOK・ 絶対DD・25%OFF・7日出金でFintokeiと差がつく5つの理由【プロップファーム】" have been purged, triggered by action: save_post 
[2026-05-14 06:34:13 : INFO] - Cache for author page URL: https://dysonblog.org/author/watanabe328/ associated with post_type: post and Title: "【2026年最新】Funded7を正直に徹底解説｜スキャルOK・ 絶対DD・25%OFF・7日出金でFintokeiと差がつく5つの理由【プロップファーム】" has been purged, triggered by action: save_post 
[2026-05-14 06:46:51 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2026-05-14 06:46:53 : INFO] - Cache for URL: https://dysonblog.org/funded7/ has been purged, triggered by action: save_post 
[2026-05-14 06:46:53 : INFO] - Cache for previous post (with URL: https://dysonblog.org/flare/) adjacent to post with id: 73753 has been purged, triggered by action: save_post 
[2026-05-14 06:46:53 : INFO] - Cache for all archives page associated with post_type: post and Title: "【2026年最新】Funded7を正直に徹底解説｜スキャルOK・ 絶対DD・25%OFF・7日出金でFintokeiと差がつく5つの理由【プロップファーム】" have been purged, triggered by action: save_post 
[2026-05-14 06:46:53 : INFO] - Cache for author page URL: https://dysonblog.org/author/watanabe328/ associated with post_type: post and Title: "【2026年最新】Funded7を正直に徹底解説｜スキャルOK・ 絶対DD・25%OFF・7日出金でFintokeiと差がつく5つの理由【プロップファーム】" has been purged, triggered by action: save_post 
[2026-05-14 06:47:03 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2026-05-14 06:47:05 : INFO] - Cache for URL: https://dysonblog.org/funded7/ has been purged, triggered by action: save_post 
[2026-05-14 06:47:05 : INFO] - Cache for previous post (with URL: https://dysonblog.org/flare/) adjacent to post with id: 73753 has been purged, triggered by action: save_post 
[2026-05-14 06:47:05 : INFO] - Cache for all archives page associated with post_type: post and Title: "【2026年最新】Funded7を正直に徹底解説｜スキャルOK・ 絶対DD・25%OFF・7日出金でFintokeiと差がつく5つの理由【プロップファーム】" have been purged, triggered by action: save_post 
[2026-05-14 06:47:05 : INFO] - Cache for author page URL: https://dysonblog.org/author/watanabe328/ associated with post_type: post and Title: "【2026年最新】Funded7を正直に徹底解説｜スキャルOK・ 絶対DD・25%OFF・7日出金でFintokeiと差がつく5つの理由【プロップファーム】" has been purged, triggered by action: save_post 
[2026-05-15 02:54:17 : INFO] - Pruning the Cache log file 
[2026-05-15 07:58:44 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2026-05-15 07:58:46 : INFO] - Cache for URL: https://dysonblog.org/fintokei-strategy/ has been purged, triggered by action: save_post 
[2026-05-15 07:58:46 : INFO] - Cache for previous post (with URL: https://dysonblog.org/0-level/) adjacent to post with id: 55075 has been purged, triggered by action: save_post 
[2026-05-15 07:58:46 : INFO] - Cache for next post (with URL: https://dysonblog.org/prop-farm/) adjacent to post with id: 55075 has been purged, triggered by action: save_post 
[2026-05-15 07:58:46 : INFO] - Cache for all archives page associated with post_type: post and Title: "Fintokei(フィントケイ)完全攻略ロードマップ" have been purged, triggered by action: save_post 
[2026-05-15 07:58:46 : INFO] - Cache for author page URL: https://dysonblog.org/author/watanabe328/ associated with post_type: post and Title: "Fintokei(フィントケイ)完全攻略ロードマップ" has been purged, triggered by action: save_post 
[2026-05-15 07:58:54 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2026-05-15 07:58:56 : INFO] - Cache for URL: https://dysonblog.org/fintokei-strategy/ has been purged, triggered by action: save_post 
[2026-05-15 07:58:56 : INFO] - Cache for previous post (with URL: https://dysonblog.org/0-level/) adjacent to post with id: 55075 has been purged, triggered by action: save_post 
[2026-05-15 07:58:56 : INFO] - Cache for next post (with URL: https://dysonblog.org/prop-farm/) adjacent to post with id: 55075 has been purged, triggered by action: save_post 
[2026-05-15 07:58:56 : INFO] - Cache for all archives page associated with post_type: post and Title: "Fintokei(フィントケイ)完全攻略ロードマップ" have been purged, triggered by action: save_post 
[2026-05-15 07:58:56 : INFO] - Cache for author page URL: https://dysonblog.org/author/watanabe328/ associated with post_type: post and Title: "Fintokei(フィントケイ)完全攻略ロードマップ" has been purged, triggered by action: save_post 
[2026-05-15 07:59:06 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2026-05-15 07:59:07 : INFO] - Cache for URL: https://dysonblog.org/fintokei-strategy/ has been purged, triggered by action: save_post 
[2026-05-15 07:59:07 : INFO] - Cache for previous post (with URL: https://dysonblog.org/0-level/) adjacent to post with id: 55075 has been purged, triggered by action: save_post 
[2026-05-15 07:59:07 : INFO] - Cache for next post (with URL: https://dysonblog.org/prop-farm/) adjacent to post with id: 55075 has been purged, triggered by action: save_post 
[2026-05-15 07:59:07 : INFO] - Cache for all archives page associated with post_type: post and Title: "Fintokei(フィントケイ)完全攻略ロードマップ" have been purged, triggered by action: save_post 
[2026-05-15 07:59:07 : INFO] - Cache for author page URL: https://dysonblog.org/author/watanabe328/ associated with post_type: post and Title: "Fintokei(フィントケイ)完全攻略ロードマップ" has been purged, triggered by action: save_post 
[2026-05-15 07:59:15 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2026-05-15 07:59:17 : INFO] - Cache for URL: https://dysonblog.org/fintokei-strategy/ has been purged, triggered by action: save_post 
[2026-05-15 07:59:17 : INFO] - Cache for previous post (with URL: https://dysonblog.org/0-level/) adjacent to post with id: 55075 has been purged, triggered by action: save_post 
[2026-05-15 07:59:17 : INFO] - Cache for next post (with URL: https://dysonblog.org/prop-farm/) adjacent to post with id: 55075 has been purged, triggered by action: save_post 
[2026-05-15 07:59:17 : INFO] - Cache for all archives page associated with post_type: post and Title: "Fintokei(フィントケイ)完全攻略ロードマップ" have been purged, triggered by action: save_post 
[2026-05-15 07:59:17 : INFO] - Cache for author page URL: https://dysonblog.org/author/watanabe328/ associated with post_type: post and Title: "Fintokei(フィントケイ)完全攻略ロードマップ" has been purged, triggered by action: save_post 
[2026-05-15 07:59:35 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2026-05-15 07:59:37 : INFO] - Cache for URL: https://dysonblog.org/fintokei-strategy/ has been purged, triggered by action: save_post 
[2026-05-15 07:59:37 : INFO] - Cache for previous post (with URL: https://dysonblog.org/0-level/) adjacent to post with id: 55075 has been purged, triggered by action: save_post 
[2026-05-15 07:59:37 : INFO] - Cache for next post (with URL: https://dysonblog.org/prop-farm/) adjacent to post with id: 55075 has been purged, triggered by action: save_post 
[2026-05-15 07:59:37 : INFO] - Cache for all archives page associated with post_type: post and Title: "【無料あり】FXトレーダー必見！Fintokei大会上位2.3%（2587人中61位）がおすすめする３社【プロップファーム】" have been purged, triggered by action: save_post 
[2026-05-15 07:59:37 : INFO] - Cache for author page URL: https://dysonblog.org/author/watanabe328/ associated with post_type: post and Title: "【無料あり】FXトレーダー必見！Fintokei大会上位2.3%（2587人中61位）がおすすめする３社【プロップファーム】" has been purged, triggered by action: save_post 
[2026-05-15 07:59:45 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
